Serotype,Stage,Feature,Pearson_r,Abs_r,P_value
IP1,pg,pg_sensor_PIC_I1_OUT_std,0.2637,0.2637,0.013
IP1,pg,pg_sensor_UV Elution_max,0.2605,0.2605,0.0143
IP1,pg,pg_sensor_UV Elution_mean,0.2511,0.2511,0.0183
IP1,pg,pg_sensor_UV Elution_std,0.2414,0.2414,0.0234
IP1,pg,pg_sub_pc2,-0.2382,0.2382,0.0254
IP1,pg,pg_sensor_Accumulated Volume_min,-0.2205,0.2205,0.039
IP1,pg,pg_sensor_AI_A3_min,-0.2198,0.2198,0.0397
IP1,pg,pg_sensor_TI_A1_max,0.2186,0.2186,0.0408
IP1,pg,pg_child2_xto_common_20x__32_1,-0.2142,0.2142,0.045
IP1,pg,pg_child2_xto_control_20x__7_1,-0.2128,0.2128,0.0466
IP1,pg,pg_child2_xto_inlet_20x__6_1,-0.2128,0.2128,0.0466
IP1,pg,pg_child2_xto_prompt__14_1,-0.2125,0.2125,0.0469
IP1,pg,pg_sub_pc5,-0.2122,0.2122,0.0472
IP1,pg,pg_child2_xto_inline_201__8_1,-0.2121,0.2121,0.0472
IP1,pg,pg_sensor_AI_A3_mean,-0.2077,0.2077,0.0522
IP1,pg,pg_sensor_FIC_C11_mean,-0.1943,0.1943,0.0697
IP1,pg,pg_child2_xto_alarm_201__9_1,-0.1939,0.1939,0.0703
IP1,pg,pg_child2_xto_outlet_20x__10_1,0.1929,0.1929,0.0718
IP1,pg,pg_child2_xto_common_20x__20_1,-0.1914,0.1914,0.074
IP1,pg,pg_child2_xto_control_20x__5_1,-0.1914,0.1914,0.074
IP1,pg,pg_child2_xto_inlet_20x__3_1,-0.1914,0.1914,0.0741
IP1,pg,pg_child2_xto_inline_201__4_1,-0.1914,0.1914,0.0741
IP1,pg,pg_child2_xto_alarm_201__4_1,0.1891,0.1891,0.0776
IP1,pg,pg_child2_xto_prompt__12_1,0.1882,0.1882,0.079
IP1,pg,pg_child2_xto_outlet_20x__3_1,-0.1875,0.1875,0.0803
IP1,pg,pg_child2_xto_prompt__15_1,-0.1866,0.1866,0.0818
IP1,pg,pg_child2_xto_common_20x__22_1,0.1853,0.1853,0.084
IP1,pg,pg_sensor_PIC_A1_max,-0.1841,0.1841,0.0859
IP1,pg,pg_sensor_PIC_I1_max,-0.1819,0.1819,0.0898
IP1,pg,pg_child2_xto_common_20x__6_1,-0.1814,0.1814,0.0908
IP1,pg,pg_child2_xto_inline_201__2_1,-0.1811,0.1811,0.0912
IP1,pg,pg_child2_xto_outlet_20x__12_1,-0.1779,0.1779,0.0972
IP1,pg,pg_child2_xto_common_20x__24_1,0.1764,0.1764,0.1001
IP1,pg,pg_child2_xto_control_20x__9_1,0.1764,0.1764,0.1001
IP1,pg,pg_child2_xto_inlet_20x__11_1,0.1751,0.1751,0.1027
IP1,pg,pg_sensor_MT_I2_OUT_mean,0.1731,0.1731,0.1067
IP1,pg,pg_sensor_TI_A1_mean,0.1728,0.1728,0.1074
IP1,pg,pg_child2_xto_init_20x__1_1,0.172,0.172,0.1091
IP1,pg,pg_child2_xto_common_20x__42_1,0.171,0.171,0.1111
IP1,pg,pg_sensor_MT_I1_OUT_std,0.1693,0.1693,0.1149
IP1,pg,pg_child2_xto_inlet_20x__17_1,0.1645,0.1645,0.1256
IP1,pg,pg_sensor_AI_A3_max,-0.164,0.164,0.1268
IP1,pg,pg_sensor_MT_I1_OUT_mean,0.1612,0.1612,0.1336
IP1,pg,pg_child2_xto_common_20x__40_1,-0.1607,0.1607,0.1348
IP1,pg,pg_child2_xto_control_20x__27_1,-0.1607,0.1607,0.1348
IP1,pg,pg_sub_pc3,-0.1595,0.1595,0.1377
IP1,pg,pg_child2_xto_cip_201__5_1,0.158,0.158,0.1416
IP1,pg,pg_child2_xto_cip_201__9_1,-0.1565,0.1565,0.1453
IP1,pg,pg_child2_xto_inline_201__3_1,0.1558,0.1558,0.1471
IP1,pg,pg_child2_xto_outlet_20x__7_1,0.1558,0.1558,0.1471
IP1,pg,pg_child2_xto_common_20x__13_1,0.1557,0.1557,0.1474
IP1,pg,pg_child2_xto_control_20x__2_1,0.1557,0.1557,0.1475
IP1,pg,pg_child2_xto_inlet_20x__8_1,0.1557,0.1557,0.1474
IP1,pg,pg_child2_xto_inlet_20x__7_1,-0.1542,0.1542,0.1513
IP1,pg,pg_sensor_RunCalc_UV_ForIntegral_v2_min,-0.1527,0.1527,0.1555
IP1,pg,pg_sensor_FIC_C11_max,0.1492,0.1492,0.1654
IP1,pg,PG_PG - % Volume Column [%],-0.148,0.148,0.1687
IP1,pg,pg_child2_xto_common_20x__37_1,-0.1475,0.1475,0.1702
IP1,pg,pg_child2_xto_control_20x__24_1,-0.1475,0.1475,0.1702
IP1,pg,pg_child2_xto_outlet_20x__11_1,-0.1475,0.1475,0.1702
IP1,pg,pg_sensor_PI_A2_std,-0.1457,0.1457,0.1756
IP1,pg,pg_child1_op13_user_request_2_1,0.1456,0.1456,0.1759
IP1,pg,pg_sensor_MT_I1_OUT_max,0.1397,0.1397,0.1944
IP1,pg,pg_child2_xto_common_20x__44_1,0.1345,0.1345,0.2115
IP1,pg,pg_sensor_Accumulated Volume_std,-0.1334,0.1334,0.2152
IP1,pg,pg_child2_xto_inline_201__11_1,-0.1326,0.1326,0.2182
IP1,pg,pg_child2_xto_prompt__2_1,0.1323,0.1323,0.2192
IP1,pg,pg_sensor_TI_A2_mean,0.1317,0.1317,0.2212
IP1,pg,pg_child2_xto_control_20x__10_1,0.13,0.13,0.2272
IP1,pg,pg_sensor_RunCalc_UV_DuringHarvest_max,-0.1296,0.1296,0.2286
IP1,pg,pg_sensor_TI_A2_std,0.1292,0.1292,0.2301
IP1,pg,pg_child2_xto_common_20x__2_1,0.128,0.128,0.2348
IP1,pg,pg_child2_xto_alarm_201__8_1,-0.1273,0.1273,0.2371
IP1,pg,pg_child2_xto_inline_201__12_1,0.1269,0.1269,0.2389
IP1,pg,pg_child2_xto_outlet_20x__15_1,-0.1245,0.1245,0.2477
IP1,pg,pg_sensor_AI_A2_max,-0.1232,0.1232,0.2526
IP1,pg,pg_child2_xto_prompt__1_1,0.1188,0.1188,0.2701
IP1,pg,pg_sensor_UV Light_max,-0.1172,0.1172,0.2769
IP1,pg,pg_child2_xto_common_20x__11_1,0.1172,0.1172,0.2768
IP1,pg,pg_child2_xto_prompt__18_1,-0.1172,0.1172,0.277
IP1,pg,pg_child2_xto_cip_201__2_1,0.1171,0.1171,0.2773
IP1,pg,pg_sensor_TA_A2_HETP_mean,0.1153,0.1153,0.2849
IP1,pg,pg_sensor_TA_A2_HETP_min,0.1153,0.1153,0.2849
IP1,pg,pg_sensor_TA_A2_HETP_max,0.1153,0.1153,0.2849
IP1,pg,pg_sensor_AI_A3_std,-0.1117,0.1117,0.3003
IP1,pg,pg_sensor_Accumulated Volume_max,-0.1113,0.1113,0.3021
IP1,pg,pg_child2_xto_control_20x__18_1,0.1113,0.1113,0.302
IP1,pg,pg_child2_xto_common_20x__33_1,0.111,0.111,0.303
IP1,pg,pg_child2_xto_inline_201__9_1,0.1099,0.1099,0.308
IP1,pg,pg_child2_xto_outlet_20x__2_1,0.1099,0.1099,0.308
IP1,pg,pg_sensor_AI_A1_std,-0.109,0.109,0.3122
IP1,pg,PG_PG - Volume pool PG ml [ml],0.1088,0.1088,0.3128
IP1,pg,pg_child2_xto_prompt__9_1,0.1056,0.1056,0.3277
IP1,pg,pg_sensor_PIC_A1_min,0.1054,0.1054,0.3284
IP1,pg,pg_sensor_PI_A2_mean,-0.1037,0.1037,0.3361
IP1,pg,pg_child2_xto_control_20x__29_1,0.1021,0.1021,0.3439
IP1,pg,pg_sensor_Accumulated Volume_mean,-0.1018,0.1018,0.3453
IP1,pg,pg_child2_xto_inlet_20x__16_1,0.1013,0.1013,0.3475
IP1,pg,pg_child2_xto_inline_201__6_1,0.1011,0.1011,0.3487
IP1,pg,PG_017 PG - Protein by Lowry [µg/ml],-0.1006,0.1006,0.3511
IP1,pg,pg_child2_xto_common_20x__16_1,0.0985,0.0985,0.3613
IP1,pg,pg_sensor_PIC_A1_std,-0.0984,0.0984,0.3619
IP1,pg,pg_sensor_PIC_I1_mean,0.0982,0.0982,0.3626
IP1,pg,pg_child2_xto_control_20x__15_1,0.0959,0.0959,0.3742
IP1,pg,pg_child2_xto_outlet_20x__14_1,0.0942,0.0942,0.3825
IP1,pg,pg_child2_xto_common_20x__4_1,0.091,0.091,0.399
IP1,pg,pg_child2_xto_common_20x__27_1,-0.0908,0.0908,0.4003
IP1,pg,pg_child2_xto_control_20x__13_1,-0.0908,0.0908,0.4003
IP1,pg,pg_child2_xto_prompt__13_1,0.0906,0.0906,0.4013
IP1,pg,PG_PG - Prot total [mg],-0.09,0.09,0.4045
IP1,pg,pg_sensor_UV Light_std,-0.0889,0.0889,0.4102
IP1,pg,pg_child2_xto_common_20x__5_1,0.088,0.088,0.4149
IP1,pg,pg_sensor_XV-O1_ZSO_std,-0.0875,0.0875,0.4176
IP1,pg,pg_sensor_RunCalc_UV_DuringHarvest_std,-0.0874,0.0874,0.4182
IP1,pg,pg_child2__gen_get_val_15__1_1,0.0872,0.0872,0.4193
IP1,pg,pg_child1_op4_batch_process_cl6b_1_1,-0.0864,0.0864,0.4235
IP1,pg,pg_sensor_TA_O1_HETP_mean,-0.0833,0.0833,0.4402
IP1,pg,pg_sensor_FIC_C11_std,-0.083,0.083,0.442
IP1,pg,pg_child2_xto_common_20x__28_1,-0.0826,0.0826,0.4441
IP1,pg,pg_child2_xto_control_20x__14_1,-0.0826,0.0826,0.4441
IP1,pg,pg_child2_xto_common_20x__35_1,-0.0822,0.0822,0.4467
IP1,pg,pg_child2_xto_control_20x__20_1,-0.0822,0.0822,0.4467
IP1,pg,pg_child2_xto_common_20x__12_1,0.0806,0.0806,0.4555
IP1,pg,pg_child2_xto_common_20x__15_1,0.0785,0.0785,0.4671
IP1,pg,pg_child2_xto_init_20x__2_1,0.0781,0.0781,0.4698
IP1,pg,pg_sensor_RunCalc_UV_DuringHarvest_min,-0.0763,0.0763,0.4796
IP1,pg,pg_child2_xto_common_20x__46_1,0.0763,0.0763,0.4797
IP1,pg,pg_child2_xto_alarm_201__6_1,0.0762,0.0762,0.4803
IP1,pg,pg_child2_xto_inlet_20x__14_1,0.0759,0.0759,0.4822
IP1,pg,pg_child2_xto_inline_201__15_1,0.0759,0.0759,0.4824
IP1,pg,pg_child2_xto_control_20x__16_1,0.0758,0.0758,0.4825
IP1,pg,pg_child2_xto_outlet_20x__19_1,0.0758,0.0758,0.4829
IP1,pg,pg_child2_xto_cip_201__10_1,0.0757,0.0757,0.4831
IP1,pg,pg_child2_xto_control_20x__21_1,-0.0757,0.0757,0.4833
IP1,pg,pg_sensor_AI_A1_min,-0.0709,0.0709,0.5117
IP1,pg,pg_child2_xto_alarm_201__2_1,0.069,0.069,0.5231
IP1,pg,pg_child2_xto_control_20x__4_1,0.069,0.069,0.5231
IP1,pg,pg_child2_xto_inlet_20x__5_1,0.069,0.069,0.5231
IP1,pg,pg_child2_xto_inline_201__7_1,0.069,0.069,0.5231
IP1,pg,pg_child2_xto_outlet_20x__8_1,0.069,0.069,0.5231
IP1,pg,pg_sensor_TA_A2_ASYM_mean,-0.0686,0.0686,0.5255
IP1,pg,pg_sensor_TA_A2_ASYM_min,-0.0686,0.0686,0.5255
IP1,pg,pg_sensor_TA_A2_ASYM_max,-0.0686,0.0686,0.5255
IP1,pg,pg_child2_xto_cip_201__6_1,0.068,0.068,0.5288
IP1,pg,pg_child2_xto_prompt__4_1,0.0676,0.0676,0.5314
IP1,pg,pg_sensor_TI_A2_max,0.0674,0.0674,0.5325
IP1,pg,pg_child2_xto_common_20x__30_1,0.0674,0.0674,0.5324
IP1,pg,pg_child2_xto_common_20x__1_1,0.0673,0.0673,0.5333
IP1,pg,pg_child2_xto_prompt__7_1,-0.0672,0.0672,0.5338
IP1,pg,pg_child2_xto_alarm_201__1_1,0.0669,0.0669,0.5359
IP1,pg,pg_child2_xto_outlet_20x__17_1,0.0659,0.0659,0.5418
IP1,pg,pg_child2_xto_inline_201__17_1,-0.0656,0.0656,0.5438
IP1,pg,pg_child2_xto_outlet_20x__20_1,-0.0656,0.0656,0.5437
IP1,pg,pg_child2_xto_common_20x__14_1,-0.0655,0.0655,0.544
IP1,pg,pg_child2_xto_control_20x__3_1,-0.0655,0.0655,0.5443
IP1,pg,pg_child2_xto_inlet_20x__9_1,-0.0655,0.0655,0.544
IP1,pg,pg_child2_xto_control_20x__25_1,0.0629,0.0629,0.5603
IP1,pg,pg_sensor_MT_I2_OUT_max,-0.0625,0.0625,0.5627
IP1,pg,pg_child2_xto_prompt__3_1,-0.0623,0.0623,0.564
IP1,pg,pg_sensor_FIC_C11_min,-0.0613,0.0613,0.5708
IP1,pg,pg_sensor_PI_A2_min,0.0612,0.0612,0.5714
IP1,pg,pg_sensor_PIC_I1_min,-0.0611,0.0611,0.5717
IP1,pg,pg_child2_xto_prompt__8_1,0.0609,0.0609,0.573
IP1,pg,pg_sensor_AI_A2_mean,-0.0607,0.0607,0.574
IP1,pg,pg_child2_xto_common_20x__38_1,0.0602,0.0602,0.5772
IP1,pg,pg_sensor_AI_A1_max,-0.0594,0.0594,0.5824
IP1,pg,pg_sub_pc1,-0.0592,0.0592,0.5839
IP1,pg,PG_UF - Ratio prot/Ag,0.0591,0.0591,0.5847
IP1,pg,PG_UF - % elimination prot tot [%],-0.0569,0.0569,0.5988
IP1,pg,pg_child2_xto_inlet_20x__1_1,0.0566,0.0566,0.6003
IP1,pg,pg_child2_xto_inline_201__1_1,0.0566,0.0566,0.6003
IP1,pg,pg_sensor_AI_A2_std,-0.0562,0.0562,0.6028
IP1,pg,pg_child2_xto_common_20x__3_1,0.0555,0.0555,0.6075
IP1,pg,pg_child2_xto_prompt__5_1,0.0555,0.0555,0.6076
IP1,pg,pg_sensor_XV-O1_ZSO_mean,-0.0535,0.0535,0.6206
IP1,pg,pg_child2_xto_alarm_201__3_1,0.0502,0.0502,0.6426
IP1,pg,pg_sensor_UV Light_min,-0.0497,0.0497,0.6456
IP1,pg,pg_child2_xto_common_20x__41_1,-0.0487,0.0487,0.6525
IP1,pg,pg_child2_xto_control_20x__28_1,-0.0487,0.0487,0.6525
IP1,pg,pg_child2_xto_inline_201__13_1,-0.0484,0.0484,0.6543
IP1,pg,pg_child2_xto_control_20x__1_1,0.0481,0.0481,0.6565
IP1,pg,pg_child2_xto_cip_201__1_1,0.048,0.048,0.6567
IP1,pg,pg_child2_xto_outlet_20x__1_1,0.048,0.048,0.6566
IP1,pg,pg_child2_xto_control_20x__11_1,-0.0476,0.0476,0.6597
IP1,pg,pg_child2_xto_common_20x__25_1,-0.0469,0.0469,0.6641
IP1,pg,pg_child2_xto_common_20x__29_1,-0.046,0.046,0.6702
IP1,pg,pg_sensor_AI_A2_min,-0.0455,0.0455,0.6738
IP1,pg,pg_child2_xto_common_20x__8_1,-0.0445,0.0445,0.6808
IP1,pg,pg_sensor_AI_A1_mean,-0.0431,0.0431,0.6902
IP1,pg,pg_child2_xto_outlet_20x__18_1,-0.0412,0.0412,0.7034
IP1,pg,pg_child2_xto_cip_201__8_1,-0.0409,0.0409,0.7052
IP1,pg,pg_child2_xto_inlet_20x__13_1,-0.0409,0.0409,0.7052
IP1,pg,PG_Packing quality HETP/S2 [Centimeter],-0.0391,0.0391,0.7175
IP1,pg,pg_child2_xto_prompt__10_1,0.0388,0.0388,0.7195
IP1,pg,pg_sensor_MT_I1_OUT_min,-0.0373,0.0373,0.7298
IP1,pg,pg_sensor_UV Light_mean,-0.0352,0.0352,0.7448
IP1,pg,pg_sensor_MT_I2_OUT_min,0.0338,0.0338,0.7544
IP1,pg,pg_sensor_TI_A1_min,-0.0302,0.0302,0.7798
IP1,pg,pg_child2_xto_outlet_20x__4_1,0.0301,0.0301,0.781
IP1,pg,pg_child2_xto_cip_201__4_1,0.0285,0.0285,0.7922
IP1,pg,pg_child2_xto_common_20x__17_1,0.0282,0.0282,0.7943
IP1,pg,pg_sensor_PIC_A1_mean,0.028,0.028,0.7957
IP1,pg,pg_child2_xto_inlet_20x__19_1,0.0267,0.0267,0.8052
IP1,pg,pg_child2_xto_common_20x__21_1,-0.0263,0.0263,0.8076
IP1,pg,pg_child2_xto_control_20x__6_1,-0.0263,0.0263,0.8076
IP1,pg,pg_child2_xto_inline_201__5_1,-0.0258,0.0258,0.8113
IP1,pg,pg_child2_xto_common_20x__26_1,0.0257,0.0257,0.8119
IP1,pg,pg_child2_xto_control_20x__12_1,0.0257,0.0257,0.8119
IP1,pg,pg_child2_xto_outlet_20x__6_1,0.0257,0.0257,0.8124
IP1,pg,pg_sensor_PIC_I1_std,-0.0254,0.0254,0.814
IP1,pg,pg_child2_xto_alarm_201__5_1,0.0254,0.0254,0.8146
IP1,pg,pg_child2_xto_inline_201__14_1,0.0253,0.0253,0.8147
IP1,pg,pg_child2_xto_outlet_20x__9_1,0.023,0.023,0.8314
IP1,pg,pg_child2_xto_common_20x__7_1,0.0211,0.0211,0.8449
IP1,pg,pg_sensor_TI_A2_min,-0.0185,0.0185,0.8643
IP1,pg,PG_Packing quality HETP/S1 [Centimeter],-0.0175,0.0175,0.8718
IP1,pg,pg_sensor_RunCalc_UV_DuringHarvest_mean,-0.016,0.016,0.8826
IP1,pg,pg_child2_xto_prompt__6_1,0.016,0.016,0.8826
IP1,pg,pg_child2_xto_inline_201__10_1,0.0151,0.0151,0.8889
IP1,pg,pg_child2_xto_prompt__17_1,0.0149,0.0149,0.8902
IP1,pg,pg_child2_xto_common_20x__43_1,-0.0146,0.0146,0.8926
IP1,pg,pg_child2_xto_control_20x__30_1,-0.0146,0.0146,0.8926
IP1,pg,PG_UF - Purification factor,0.0129,0.0129,0.905
IP1,pg,pg_child2_xto_common_20x__23_1,-0.0128,0.0128,0.9055
IP1,pg,pg_child2_xto_control_20x__8_1,-0.0128,0.0128,0.9055
IP1,pg,pg_child2_xto_inlet_20x__10_1,-0.0127,0.0127,0.9069
IP1,pg,pg_child2_xto_common_20x__45_1,0.0111,0.0111,0.9183
IP1,pg,pg_child2_xto_inlet_20x__4_1,0.0094,0.0094,0.9308
IP1,pg,pg_child2_xto_common_20x__34_1,0.0074,0.0074,0.9455
IP1,pg,pg_child2_xto_control_20x__19_1,0.0074,0.0074,0.9454
IP1,pg,pg_child2_xto_common_20x__36_1,0.0073,0.0073,0.9459
IP1,pg,pg_child2_xto_control_20x__23_1,0.0073,0.0073,0.9459
IP1,pg,pg_child2_xto_outlet_20x__16_1,0.0073,0.0073,0.9462
IP1,pg,pg_child2_xto_prompt__16_1,-0.0066,0.0066,0.9517
IP1,pg,PG_Packing Assymetry/S2,-0.006,0.006,0.9559
IP1,pg,pg_child2_xto_alarm_201__7_1,0.0048,0.0048,0.9648
IP1,pg,pg_child2_xto_inline_201__16_1,0.0048,0.0048,0.9648
IP1,pg,pg_child2_xto_outlet_20x__5_1,0.0047,0.0047,0.9653
IP1,pg,PG_Packing Assymetry/S1,-0.0034,0.0034,0.9746
IP1,pg,PG_UF - % elimination prot. [%],-0.0026,0.0026,0.9812
IP1,psv_global,PSV_PSV - Ag total,0.5969,0.5969,0.0
IP1,psv_global,PSV_005 PSV - Ag content Elisa [DU/ml],0.5774,0.5774,0.0
IP1,psv_global,GY_PSV - Ratio prot/Ag,-0.2619,0.2619,0.0137
IP1,psv_global,PSV_020 PSV - Protein/dose (Lowry) [µg of pr,-0.2591,0.2591,0.0148
IP1,psv_global,GY_PSV - Purification factor,-0.1747,0.1747,0.1035
IP1,psv_global,GY_PSV - % elimination prot. [%],-0.1327,0.1327,0.2178
IP1,psv_global,PSV_021 PSV - BSA content by Elisa [ng/ml],0.1104,0.1104,0.3057
IP1,psv_global,PSV_PSV - Volume ml [ml],0.079,0.079,0.4644
IP1,psv_global,PSV_PSV - Prot total [mg],0.0382,0.0382,0.7235
IP1,psv_global,PSV_PSV - Filtration time [Minute],0.0323,0.0323,0.7654
IP1,psv_global,PSV_019 PSV - Protein by lowry [µg/ml],0.0238,0.0238,0.826
IP1,psv_global,PSV_PSV - Flow average,0.001,0.001,0.9929
IP1,uf,UF_Clarif - Purification factor,0.5511,0.5511,0.0
IP1,uf,UF_Clarif - Ratio prot/Ag,0.5483,0.5483,0.0
IP1,uf,UF_003 UF - Ag content Elisa [DU/ml],0.1815,0.1815,0.0906
IP1,uf,UF_UF - Ag total,0.1592,0.1592,0.1385
IP1,uf,UF_022 Clarif - pH,0.1298,0.1298,0.228
IP1,uf,UF_PG - Volume injected ml [ml],0.0981,0.0981,0.3633
IP1,uf,UF_UF - Volume UFR ml [ml],-0.0585,0.0585,0.5883
IP1,uf,UF_016 UF - Protein by Lowry [µg/ml],0.0469,0.0469,0.6642
IP1,uf,UF_UF - Prot total [mg],0.0362,0.0362,0.7376
IP1,uf,UF_Clarif - % elimina. prot.tot [%],0.0289,0.0289,0.789
IP1,uf,UF_Clarif - % elimination prot. [%],-0.0055,0.0055,0.9592
IP2,clarif,clarif_D4 AM-cell count Cell,0.3608,0.3608,0.0501
IP2,clarif,clarif_Perf 1vol1/2-Vol medium tr. [Liter],-0.3555,0.3555,0.0539
IP2,clarif,clarif_Vol medium transf day 5 [Liter],0.3498,0.3498,0.0581
IP2,clarif,clarif_Vol medium transf day 4 [Liter],0.3473,0.3473,0.06
IP2,clarif,clarif_Nr fermentor,0.3468,0.3468,0.0605
IP2,clarif,clarif_Vol medium transf day 3 [Liter],0.3464,0.3464,0.0608
IP2,clarif,clarif_D3 AM-cell count Cell,0.332,0.332,0.0731
IP2,clarif,clarif_Duration cells pool transfer [Minute],-0.2968,0.2968,0.1112
IP2,clarif,clarif_001 D5 16h-Cells count,-0.286,0.286,0.1255
IP2,clarif,clarif_Clarif 1 - Flow 100L (L/min),-0.2763,0.2763,0.1394
IP2,clarif,clarif_D0-Viability [%],0.2722,0.2722,0.1457
IP2,clarif,clarif_D2 8h-Cells count Cell,0.2681,0.2681,0.152
IP2,clarif,clarif_D2 8h-NaOH consumption (ml) V,0.2599,0.2599,0.1654
IP2,clarif,clarif_D1 WASH 7h-Cells count CF,-0.2422,0.2422,0.1972
IP2,clarif,clarif_Clarif 1 - Duration [Minute],0.2208,0.2208,0.241
IP2,clarif,clarif_P142-Cells count,-0.2039,0.2039,0.2798
IP2,clarif,clarif_D3 8h-pH,0.1262,0.1262,0.5065
IP2,clarif,clarif_D1 WASH 7h-Cells count CT,0.1021,0.1021,0.5913
IP2,clarif,clarif_D1 8h-Cells count,0.093,0.093,0.6251
IP2,clarif,clarif_014 Protein Lowry (virus cult) [µg/ml],-0.0888,0.0888,0.6409
IP2,clarif,clarif_Clarif 1 - Flow 200L (L/min),-0.0799,0.0799,0.6748
IP2,clarif,clarif_D5 8h-Cells count,-0.0766,0.0766,0.6874
IP2,clarif,clarif_Clarif 1 - Flow 340L (L/min),0.067,0.067,0.725
IP2,clarif,clarif_D1 WASH 10h-O2 flow rate [Nliter / hour],-0.0555,0.0555,0.7707
IP2,clarif,clarif_Clarif 2 - Duration min [Minute],0.0498,0.0498,0.794
IP2,clarif,clarif_D3 8h-clarif. 1 Volume before [Liter],0.0421,0.0421,0.8253
IP2,clarif,clarif_D3 8h-clarif. 1 Volume clarif [Liter],0.0414,0.0414,0.8281
IP2,clarif,clarif_D3 8h-clarif. 2 Volume after [Liter],0.0403,0.0403,0.8327
IP2,clarif,clarif_D3 8h-clarif. 2 Volume clarif [Liter],-0.0229,0.0229,0.9045
IP2,clarif,clarif_D0-Cells count,0.0225,0.0225,0.9061
IP2,clarif,clarif_D3 8h-clarif. 1 Volume after [Liter],-0.0067,0.0067,0.9721
IP2,clarif,clarif_001 Ag cont Elisa virus cult [DU/ml],0.0057,0.0057,0.9763
IP2,clarif,clarif_D3 8h-clarif. 2 Volume before [Liter],-0.0047,0.0047,0.9802
IP2,clarif,clarif_031 Clarif 1-Flow 300L (L/min),0.0025,0.0025,0.9895
IP2,clarif,clarif_D0 - Volume inoculum (ml),0.0,0.0,1.0
IP2,deae,deae_child2_xto_alarm_201__1_1,0.5102,0.5102,0.004
IP2,deae,deae_child2_xto_inline_201__2_1,0.5086,0.5086,0.0041
IP2,deae,DEAE_018 DEAE - Max load prot/g Gel,-0.5067,0.5067,0.0043
IP2,deae,DEAE_PG - % elimination prot tot [%],-0.5049,0.5049,0.0044
IP2,deae,deae_child2_xto_cip_201__1_1,0.5049,0.5049,0.0044
IP2,deae,deae_child2_xto_control_20x__1_1,0.5043,0.5043,0.0045
IP2,deae,deae_child2_xto_inlet_20x__1_1,0.5043,0.5043,0.0045
IP2,deae,deae_child2_xto_outlet_20x__1_1,0.5039,0.5039,0.0045
IP2,deae,DEAE_PG - % elimination prot. [%],-0.5022,0.5022,0.0047
IP2,deae,DEAE_PG - Purification factor,-0.484,0.484,0.0067
IP2,deae,DEAE_DEAE - equilibration pH IN,0.481,0.481,0.0071
IP2,deae,deae_child2_xto_common_20x__6_1,0.4807,0.4807,0.0072
IP2,deae,DEAE_DEAE - pH pool DEAE,0.48,0.48,0.0073
IP2,deae,deae_child2_xto_prompt__2_1,-0.4758,0.4758,0.0079
IP2,deae,DEAE_PG - Ratio prot/Ag,-0.4181,0.4181,0.0215
IP2,deae,deae_sensor_AI_A1_min,-0.4099,0.4099,0.0245
IP2,deae,DEAE_DEAE - Volume harvested ml [ml],-0.408,0.408,0.0252
IP2,deae,deae_child2_xto_outlet_20x__26_1,-0.3911,0.3911,0.0326
IP2,deae,deae_child2_xto_control_20x__10_1,-0.3875,0.3875,0.0344
IP2,deae,deae_child2_xto_common_20x__2_1,-0.386,0.386,0.0352
IP2,deae,deae_child2_xto_inline_201__12_1,-0.3839,0.3839,0.0362
IP2,deae,deae_child2_xto_cip_201__7_1,-0.3828,0.3828,0.0368
IP2,deae,deae_child2_xto_common_20x__14_1,-0.3764,0.3764,0.0404
IP2,deae,deae_child2_xto_control_20x__3_1,-0.3764,0.3764,0.0404
IP2,deae,deae_child2_xto_inline_201__15_1,-0.3669,0.3669,0.0461
IP2,deae,deae_child2_xto_outlet_20x__14_1,-0.3669,0.3669,0.0461
IP2,deae,deae_sensor_AI_A3_mean,0.3651,0.3651,0.0473
IP2,deae,deae_sensor_PIC_A1_max,0.3534,0.3534,0.0554
IP2,deae,deae_child2_xto_common_20x__50_1,-0.3477,0.3477,0.0598
IP2,deae,deae_child2_xto_common_20x__3_1,0.3458,0.3458,0.0612
IP2,deae,deae_child2_xto_control_20x__17_1,0.3458,0.3458,0.0612
IP2,deae,deae_child2_xto_inline_201__9_1,0.3458,0.3458,0.0612
IP2,deae,deae_child2_xto_cip_201__10_1,-0.3451,0.3451,0.0618
IP2,deae,deae_child2_xto_common_20x__41_1,-0.3451,0.3451,0.0618
IP2,deae,deae_child2_xto_control_20x__28_1,-0.3451,0.3451,0.0618
IP2,deae,deae_child2_xto_inlet_20x__7_1,-0.3451,0.3451,0.0618
IP2,deae,deae_sensor_PIC_A1_min,0.3412,0.3412,0.065
IP2,deae,deae_sensor_PI_A2_min,0.326,0.326,0.0788
IP2,deae,deae_child2_xto_common_20x__43_1,-0.325,0.325,0.0797
IP2,deae,DEAE_DEAE - equilibration pH OUT,0.322,0.322,0.0827
IP2,deae,deae_child2_xto_outlet_20x__12_1,-0.3201,0.3201,0.0846
IP2,deae,deae_child2_xto_control_20x__30_1,-0.3143,0.3143,0.0908
IP2,deae,deae_child2_xto_inline_201__1_1,-0.3121,0.3121,0.0931
IP2,deae,deae_child2_xto_common_20x__1_1,-0.3085,0.3085,0.0972
IP2,deae,deae_sensor_AI_A2_mean,0.3042,0.3042,0.1021
IP2,deae,ev_pg_deae_up5_max_duration_h,-0.3038,0.3038,0.1026
